,SYMBOL,SERIES,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,TOTTRDQTY,TOTTRDVAL,TIMESTAMP,TOTALTRADES,ISIN
0,20MICRONS,EQ,37.8,37.8,36.15,36.85,37.4,37.05,27130,994657.9,28-06-2017,202,INE144J01027
1,20MICRONS,EQ,52.9,61.7,52.9,59.4,59.65,52.8,2489935,148126511.7,28-11-2017,14196,INE144J01027
2,20MICRONS,EQ,36.15,36.3,35.6,36.05,36,35.65,40594,1461975.35,28-02-2017,193,INE144J01027
3,20MICRONS,EQ,44.35,44.8,43.55,43.9,43.6,44.8,90170,3984351.95,28-04-2017,597,INE144J01027
4,20MICRONS,EQ,36,36.75,34.2,34.9,34.9,35.4,77310,2709787.95,20-03-2017,413,INE144J01027
5,20MICRONS,EQ,40.8,41.8,40.7,41.55,41.65,40.3,153277,6340591.3,23-01-2017,1008,INE144J01027
6,20MICRONS,EQ,43.2,43.4,40.95,41.2,41,42.65,75641,3161353.75,12-05-2017,518,INE144J01027
7,20MICRONS,EQ,35.25,35.6,35,35.1,35.1,35.15,49925,1757305.85,28-03-2017,185,INE144J01027
8,20MICRONS,EQ,43.1,44.5,42.9,43.25,43.05,42.95,157311,6899809.5,20-04-2017,917,INE144J01027
9,20MICRONS,EQ,35,35,34.1,34.5,34.75,34.6,13743,473999.3,16-08-2017,177,INE144J01027
10,20MICRONS,EQ,38.8,38.8,36.7,37.1,37.25,37.65,33772,1256760.7,03-08-2017,291,INE144J01027
11,20MICRONS,EQ,36.6,37.05,36.2,36.65,36.7,36.75,46760,1722162.5,20-02-2017,266,INE144J01027
12,20MICRONS,EQ,38.35,39.6,38.35,38.95,39,39.1,57024,2226077.75,20-06-2017,204,INE144J01027
13,20MICRONS,EQ,49.55,51.6,49.45,50.85,50.6,49.55,165285,8399868.2,20-11-2017,979,INE144J01027
14,20MICRONS,EQ,51.25,54.5,50.8,52.7,52.8,50.8,391186,20758360.2,30-10-2017,2880,INE144J01027
15,20MICRONS,EQ,45.15,46.75,43.5,45.9,45.5,44.2,317453,14369946.8,25-10-2017,1598,INE144J01027
16,20MICRONS,EQ,42.75,43.9,40.35,41.8,41.95,42.35,286890,12120066.4,12-07-2017,1224,INE144J01027
17,20MICRONS,EQ,39.05,39.65,38.9,39.05,39,39,20661,810041.65,07-07-2017,125,INE144J01027
18,20MICRONS,EQ,42.4,42.8,42,42.5,42.4,42.2,58298,2475191.9,08-05-2017,298,INE144J01027
19,20MICRONS,EQ,38.25,39.95,38.25,38.75,38.9,38.9,67161,2613650.15,31-01-2017,686,INE144J01027
20,20MICRONS,EQ,41.7,41.7,40.3,41.05,41.1,41.55,94420,3881057,24-01-2017,686,INE144J01027
21,20MICRONS,EQ,35.6,35.7,34.85,35.15,35.05,35.15,68453,2408132.35,27-03-2017,209,INE144J01027
22,20MICRONS,EQ,37.8,38.3,37.1,38.05,38.3,37.75,55965,2110223.9,11-09-2017,247,INE144J01027
23,20MICRONS,EQ,39.85,40.8,38.8,39.75,40,39.15,122248,4874045.85,04-09-2017,777,INE144J01027
24,20MICRONS,EQ,45.8,45.85,44.5,44.8,44.95,45.55,132748,5964154.05,27-04-2017,638,INE144J01027
25,20MICRONS,EQ,40.35,43.65,39.4,41.5,41.95,39.9,295617,12389641.25,19-09-2017,1701,INE144J01027
26,20MICRONS,EQ,41.75,42.35,40.7,41.7,41.8,41.2,40124,1676372.4,15-05-2017,303,INE144J01027
27,20MICRONS,EQ,52.25,54.2,51.65,52.8,52.7,51.9,305096,16232953.35,27-11-2017,1961,INE144J01027
28,20MICRONS,EQ,39.5,39.5,37,37.05,37.15,38.35,23486,877628.05,27-06-2017,206,INE144J01027
29,20MICRONS,EQ,35.9,36.4,35.55,35.65,35.55,35.9,37521,1343830.25,27-02-2017,170,INE144J01027
30,20MICRONS,EQ,37.45,37.9,36.5,36.7,36.6,37.1,37521,1387816.15,04-08-2017,290,INE144J01027
31,20MICRONS,EQ,34.2,34.9,33.1,33.85,34.45,34.95,41502,1404269.55,11-08-2017,244,INE144J01027
32,20MICRONS,EQ,60.3,61.7,58.8,59.1,59.4,59.95,348234,20992081.3,22-12-2017,1901,INE144J01027
33,20MICRONS,EQ,47.9,47.9,45.15,45.55,45.3,46.2,152666,7041051.2,26-04-2017,860,INE144J01027
34,20MICRONS,EQ,38.65,40.5,38.1,39.9,39.8,38.65,94583,3759199.4,18-09-2017,696,INE144J01027
35,20MICRONS,EQ,36.6,36.65,34.85,34.95,35.2,36,53280,1872399.8,10-08-2017,269,INE144J01027
36,20MICRONS,EQ,38.9,39.4,38.9,39,39,39,35721,1396921.75,06-07-2017,138,INE144J01027
37,20MICRONS,EQ,42.25,42.85,40.5,41.1,40.65,41.8,186308,7713499.25,13-07-2017,1018,INE144J01027
38,20MICRONS,EQ,42.6,44.8,42,44.2,44.3,41.8,273645,11915183.95,24-10-2017,1263,INE144J01027
39,20MICRONS,EQ,53.2,54.4,50.35,51.4,51.35,52.7,228471,11851587.35,31-10-2017,1937,INE144J01027
40,20MICRONS,EQ,34.8,34.95,34.1,34.3,34.35,34.55,21606,743666.45,18-08-2017,176,INE144J01027
41,20MICRONS,EQ,39.75,40.5,37.95,38.75,38.45,39.75,101846,3975484.25,05-09-2017,718,INE144J01027
42,20MICRONS,EQ,41.25,41.65,40,40.25,40.3,41.05,159913,6518319.5,25-01-2017,959,INE144J01027
43,20MICRONS,EQ,39.85,40.55,37.05,38.9,39.25,40.2,73281,2893031.7,30-01-2017,664,INE144J01027
44,20MICRONS,EQ,42.7,43.95,42.45,42.85,43.5,42.5,56144,2420433.85,09-05-2017,473,INE144J01027
45,20MICRONS,EQ,43.7,44.9,43.25,43.8,43.65,43.25,127717,5611369.65,21-04-2017,876,INE144J01027
46,20MICRONS,EQ,36.1,36.1,34.5,34.8,34.8,35.1,58623,2045949.3,29-03-2017,303,INE144J01027
47,20MICRONS,EQ,39.5,41.45,38.8,39.25,39.5,38.95,22209,871479.8,21-06-2017,192,INE144J01027
48,20MICRONS,EQ,51.2,54,51.2,52.2,52.5,50.85,474808,25071944.95,21-11-2017,2506,INE144J01027
49,20MICRONS,EQ,37,37.3,36.5,36.65,36.65,36.65,50146,1848288.7,21-02-2017,298,INE144J01027
50,20MICRONS,EQ,39,39.1,37.3,37.65,37.55,38.5,32154,1221595.95,02-08-2017,345,INE144J01027
51,20MICRONS,EQ,35.3,35.3,34.3,34.55,34.65,34.5,26384,917716.5,17-08-2017,212,INE144J01027
52,20MICRONS,EQ,40.5,42.4,40.5,41.8,41.7,41.35,52451,2180952.65,23-10-2017,420,INE144J01027
53,20MICRONS,EQ,41.4,41.4,39.5,39.75,39.65,41.1,128698,5156707.95,14-07-2017,478,INE144J01027
54,20MICRONS,EQ,37.8,38.7,37.2,38.05,38.2,36.85,29271,1112195,29-06-2017,193,INE144J01027
55,20MICRONS,EQ,60.5,63.6,59,59.6,59.25,59.4,1002540,61616022.35,29-11-2017,6219,INE144J01027
56,20MICRONS,EQ,35.75,35.75,34.5,34.65,34.6,34.9,18571,646155.9,21-03-2017,232,INE144J01027
57,20MICRONS,EQ,59.55,63.8,58.5,62.7,62.6,59.1,1190872,74353498.75,26-12-2017,7357,INE144J01027
58,20MICRONS,EQ,36.4,36.55,35.75,35.9,36.2,36.55,53842,1938918.75,23-02-2017,305,INE144J01027
59,20MICRONS,EQ,51.95,54.7,50.1,52.05,52.3,52.1,632798,33202946.55,23-11-2017,4753,INE144J01027
60,20MICRONS,EQ,39.4,39.9,38.2,38.35,38.25,39,41131,1585478.1,23-06-2017,203,INE144J01027
61,20MICRONS,EQ,43.6,45.6,42.65,43.7,43.5,43,119735,5319945.85,04-05-2017,855,INE144J01027
62,20MICRONS,EQ,43.6,43.6,42.5,42.65,42.7,43,48737,2088075.65,11-05-2017,340,INE144J01027
63,20MICRONS,EQ,37.85,38.8,37.5,37.75,37.6,38.25,23551,895612.6,08-09-2017,229,INE144J01027
64,20MICRONS,EQ,38.2,39.3,37.7,38.65,38.7,37.3,88564,3430424.15,15-09-2017,669,INE144J01027
65,20MICRONS,EQ,40.9,41.95,40.05,40.1,40.1,40.55,48066,1959760.8,19-05-2017,400,INE144J01027
66,20MICRONS,EQ,41.65,42.1,39.8,40.3,40.5,41.45,248164,10224326.95,20-01-2017,1485,INE144J01027
67,20MICRONS,EQ,34.6,35.2,34.2,34.4,34.4,34.15,28657,986906.65,23-03-2017,148,INE144J01027
68,20MICRONS,EQ,38.3,38.85,37.7,38,38,37.85,50183,1913929.7,03-07-2017,250,INE144J01027
69,20MICRONS,EQ,36.9,37,35.75,35.8,36,36.75,59820,2155979.65,08-08-2017,412,INE144J01027
70,20MICRONS,EQ,39.9,40.5,39.8,40,40,39.85,54825,2193241.6,19-07-2017,209,INE144J01027
71,20MICRONS,EQ,52.15,53.45,51.35,51.9,52,52.05,194310,10156060.85,24-11-2017,1547,INE144J01027
72,20MICRONS,EQ,59.3,61.9,58.05,59.95,59.8,58.85,436933,26421940.25,21-12-2017,2562,INE144J01027
73,20MICRONS,EQ,37.5,37.5,36.3,36.75,36.6,36.7,26569,974510.95,07-08-2017,232,INE144J01027
74,20MICRONS,EQ,43.8,49.4,43.8,47,47.15,43.8,1078221,51086147.3,24-04-2017,5663,INE144J01027
75,20MICRONS,EQ,41.3,42.3,41.1,41.7,41.85,41.7,34221,1424982.85,16-05-2017,354,INE144J01027
76,20MICRONS,EQ,43.8,43.8,42.9,43,42.95,43.25,64815,2802770.9,03-05-2017,398,INE144J01027
77,20MICRONS,EQ,35.7,35.7,34.7,35,35,34.8,30074,1054553.65,31-03-2017,197,INE144J01027
78,20MICRONS,EQ,34.7,36,34,35.15,35.15,34.4,67340,2360817.95,24-03-2017,344,INE144J01027
79,20MICRONS,EQ,40.3,41.4,39.9,40.2,40.2,40.25,152739,6189407.55,27-01-2017,979,INE144J01027
80,20MICRONS,EQ,39,39.6,38.1,38.25,38.1,38.5,38035,1464561.5,07-09-2017,219,INE144J01027
81,20MICRONS,EQ,38.3,39.4,38.3,38.5,38.45,38.05,29735,1154475.1,12-09-2017,236,INE144J01027
82,20MICRONS,EQ,47,54.55,45.3,52.55,52.2,45.9,1951557,98839724.65,26-10-2017,9914,INE144J01027
83,20MICRONS,EQ,38.75,38.75,37.8,38.5,38.6,38,21754,835085.6,04-07-2017,145,INE144J01027
84,20MICRONS,EQ,41,44.8,39.65,42.35,42.4,40.75,692253,30074470.65,11-07-2017,3843,INE144J01027
85,20MICRONS,EQ,38.65,38.8,37.4,37.55,37.6,38.5,24758,940543.2,13-09-2017,269,INE144J01027
86,20MICRONS,EQ,38,39,37.6,38.5,38.8,38.75,30659,1177642.2,06-09-2017,211,INE144J01027
87,20MICRONS,EQ,34.65,35.35,34.65,34.8,34.75,34.8,24653,862871.2,30-03-2017,142,INE144J01027
88,20MICRONS,EQ,40.3,41.2,39.2,40.75,40.6,39.05,22313,906211,10-07-2017,128,INE144J01027
89,20MICRONS,EQ,40,40,37.2,39,39,38.5,61653,2400185.25,05-07-2017,341,INE144J01027
90,20MICRONS,EQ,53.5,56.8,50.3,50.8,51.45,52.55,1169267,63004897.5,27-10-2017,7051,INE144J01027
91,20MICRONS,EQ,59.9,61.8,59,59.6,59.6,59.75,190557,11466110.9,28-12-2017,1543,INE144J01027
92,20MICRONS,EQ,56.95,60.85,56.05,58.85,58.9,56.8,536063,31637654.75,20-12-2017,3322,INE144J01027
93,20MICRONS,EQ,38.7,38.7,37.5,37.85,37.5,38.05,19037,727069.6,30-06-2017,184,INE144J01027
94,20MICRONS,EQ,59.45,59.45,57.45,58.3,58.3,59.6,300002,17508560.05,30-11-2017,1995,INE144J01027
95,20MICRONS,EQ,39.75,41.35,39.45,39.85,39.9,39.7,77457,3129837.25,18-07-2017,522,INE144J01027
96,20MICRONS,EQ,44,45,43,43.25,43.45,43.9,93115,4093045.5,02-05-2017,509,INE144J01027
97,20MICRONS,EQ,41.4,43,40.2,40.4,40.4,41.7,102596,4238060.8,17-05-2017,654,INE144J01027
98,20MICRONS,EQ,47.2,48,45.6,46.2,46.3,47,251727,11746040.65,25-04-2017,1453,INE144J01027
99,20MICRONS,EQ,34.4,34.75,34.05,34.15,34.3,34.65,51479,1764855.5,22-03-2017,276,INE144J01027
100,20MICRONS,EQ,40,41.5,40,40.55,40.4,40.4,65370,2651044.75,18-05-2017,423,INE144J01027
101,20MICRONS,EQ,37.8,39.75,37.4,39.15,39.1,37.45,73499,2859610.55,01-09-2017,505,INE144J01027
102,20MICRONS,EQ,38.1,38.1,37.1,37.3,37.65,37.55,21125,793234.05,14-09-2017,228,INE144J01027
103,20MICRONS,EQ,36.4,36.4,35.4,36,36,35.8,32370,1159628.2,09-08-2017,234,INE144J01027
104,20MICRONS,EQ,40.5,40.6,39.5,39.7,39.5,39.75,97933,3906777.7,17-07-2017,232,INE144J01027
105,20MICRONS,EQ,52.95,59.4,50.55,52.1,51.9,52.2,2699921,148882878.1,22-11-2017,17244,INE144J01027
106,20MICRONS,EQ,39.1,39.25,38.5,39,39.1,39.25,16643,650288.4,22-06-2017,108,INE144J01027
107,20MICRONS,EQ,36.4,37.05,36.2,36.55,36.45,36.65,63675,2338166.85,22-02-2017,301,INE144J01027
108,20MICRONS,EQ,63,63.5,59.25,59.75,59.8,62.7,425550,26036370.2,27-12-2017,2392,INE144J01027
109,20MICRONS,EQ,37.85,37.85,34.1,34.6,34.45,33.85,42264,1481771.15,14-08-2017,192,INE144J01027
110,20MICRONS,EQ,38.95,40,38.4,38.5,38.55,38.55,37744,1460387.65,01-08-2017,184,INE144J01027
111,20MICRONS,EQ,43.2,43.8,42.5,43,43.4,42.85,41165,1774858.8,10-05-2017,343,INE144J01027
112,20MICRONS,EQ,43.8,43.8,42.05,42.2,42.3,43.7,106732,4552933.4,05-05-2017,684,INE144J01027
113,20MICRONS,EQ,36.4,36.75,35.9,36,36,36.7,70179,2535566.4,03-03-2017,305,INE144J01027
114,20MICRONS,EQ,35.65,36,35.5,35.9,36,35.65,65785,2346045.85,16-03-2017,337,INE144J01027
115,20MICRONS,EQ,42,43.55,41.5,41.8,41.6,41.5,153040,6520478.95,20-09-2017,1032,INE144J01027
116,20MICRONS,EQ,34.4,34.45,33.85,34.25,34.45,34,20015,685114.1,28-08-2017,185,INE144J01027
117,20MICRONS,EQ,43.95,45.4,42.5,42.65,42.65,43.8,159015,6977035.3,09-10-2017,825,INE144J01027
118,20MICRONS,EQ,54.45,55,53.1,53.6,53.55,54.55,172668,9388203.95,06-12-2017,1336,INE144J01027
119,20MICRONS,EQ,53.9,58.9,53,55.65,55.4,54.1,412905,23291333.55,13-12-2017,3739,INE144J01027
120,20MICRONS,EQ,48.85,50.25,48.5,48.6,48.85,50.15,150953,7392071.6,03-11-2017,1035,INE144J01027
121,20MICRONS,EQ,49.25,50.8,49.25,49.9,50.1,49.1,125047,6272430.9,16-11-2017,724,INE144J01027
122,20MICRONS,EQ,39.6,40.5,38.65,39.15,38.9,40,65494,2588211.5,16-06-2017,456,INE144J01027
123,20MICRONS,EQ,36.9,36.9,35.9,36.6,36.5,36.05,28489,1038133.5,16-02-2017,204,INE144J01027
124,20MICRONS,EQ,41.55,41.75,39.2,40.5,40.2,40.35,128152,5212183.35,03-02-2017,846,INE144J01027
125,20MICRONS,EQ,35.2,38,34.75,37.65,37.95,35,153831,5695928.1,03-04-2017,748,INE144J01027
126,20MICRONS,EQ,36.6,38.45,36.6,37.45,37.15,37.25,60916,2285757.7,28-09-2017,363,INE144J01027
127,20MICRONS,EQ,39.2,39.95,38,38.45,38.4,39.7,57709,2258850.1,24-05-2017,459,INE144J01027
128,20MICRONS,EQ,36.4,37.8,36.05,37.25,37.2,36.45,40783,1516429.15,31-05-2017,319,INE144J01027
129,20MICRONS,EQ,38.25,39.8,37.1,37.25,37.4,38.75,91841,3504750.5,27-09-2017,664,INE144J01027
130,20MICRONS,EQ,43.5,43.75,42.5,42.95,43.25,43.3,130694,5632036.55,19-04-2017,798,INE144J01027
131,20MICRONS,EQ,37.5,38.1,35.8,36.15,36.25,37.25,69760,2553251.65,12-01-2017,953,INE144J01027
132,20MICRONS,EQ,44.2,45.25,42.7,43.8,44,43.3,258650,11467591.65,06-10-2017,1611,INE144J01027
133,20MICRONS,EQ,41.8,42.25,40.1,40.8,40.3,41.25,57168,2363140.25,13-10-2017,383,INE144J01027
134,20MICRONS,EQ,39.2,40.2,38.65,39.1,39.05,39.15,38282,1497611.55,19-06-2017,279,INE144J01027
135,20MICRONS,EQ,39.7,40,38.75,39.1,39,39.7,60438,2370483.15,24-07-2017,339,INE144J01027
136,20MICRONS,EQ,39.25,39.4,38.4,38.55,38.7,38.9,58814,2270896.45,31-07-2017,330,INE144J01027
137,20MICRONS,EQ,56,56.5,54,54.45,54.2,55.65,145890,8007162.25,14-12-2017,1336,INE144J01027
138,20MICRONS,EQ,59,61.75,57,57.7,58,58.3,341033,20320653.6,01-12-2017,2506,INE144J01027
139,20MICRONS,EQ,40.2,40.3,38.5,39.7,39.55,40.05,58927,2322940.55,23-05-2017,375,INE144J01027
140,20MICRONS,EQ,40.3,40.5,38.9,40.15,40.3,39.5,130722,5190843.3,11-04-2017,549,INE144J01027
141,20MICRONS,EQ,55.9,58.5,55.1,56.5,56.15,54.45,204240,11592736.45,15-12-2017,1475,INE144J01027
142,20MICRONS,EQ,38.95,39.5,38.1,38.2,38.2,38.4,23924,927953.7,05-06-2017,203,INE144J01027
143,20MICRONS,EQ,46.25,51.3,46.15,48.05,48,46.65,200758,9834140.7,10-11-2017,1518,INE144J01027
144,20MICRONS,EQ,39,39,37.1,38,38.2,39.25,159597,6051827.7,10-02-2017,1010,INE144J01027
145,20MICRONS,EQ,40.85,41,39.2,39.5,39.4,40.45,75535,2998083.65,10-04-2017,349,INE144J01027
146,20MICRONS,EQ,38.3,39.7,38,39,39,37.65,143253,5577091,05-04-2017,868,INE144J01027
147,20MICRONS,EQ,39.5,41.25,39.5,40.05,40,40.1,39623,1599070.1,22-05-2017,268,INE144J01027
148,20MICRONS,EQ,36.85,36.85,35.55,35.75,35.7,36.05,53423,1916318.85,10-03-2017,185,INE144J01027
149,20MICRONS,EQ,36.5,37,35,36.25,37,36.15,74227,2655919,13-01-2017,522,INE144J01027
150,20MICRONS,EQ,36.2,36.2,34.1,34.45,34.7,35.55,36359,1269375.4,06-01-2017,232,INE144J01027
151,20MICRONS,EQ,39,39.7,38.1,38.75,38.85,38.75,63596,2476963.55,26-09-2017,381,INE144J01027
152,20MICRONS,EQ,45,45.9,42.9,43.3,43.5,44.65,323559,14347056.65,18-04-2017,1877,INE144J01027
153,20MICRONS,EQ,39.25,39.8,39,39,39,39.1,36545,1430328.5,25-07-2017,245,INE144J01027
154,20MICRONS,EQ,56.4,57,54.1,54.65,54.45,55.9,196209,10897689.8,08-12-2017,1847,INE144J01027
155,20MICRONS,EQ,41.25,41.95,41.05,41.25,41.15,40.85,55147,2287620.8,12-10-2017,371,INE144J01027
156,20MICRONS,EQ,40.7,41.25,39.5,40.35,40.1,39.7,78213,3168389.6,02-02-2017,776,INE144J01027
157,20MICRONS,EQ,36.8,37.95,36.05,36.75,36.85,36.6,43004,1579104.85,17-02-2017,461,INE144J01027
158,20MICRONS,EQ,50.5,51.2,49.2,49.55,49.45,49.9,103411,5174142.3,17-11-2017,640,INE144J01027
159,20MICRONS,EQ,51.7,52.1,49.75,50.15,49.9,51.35,118258,5990378.55,02-11-2017,878,INE144J01027
160,20MICRONS,EQ,38.75,38.75,38,38.4,38.7,38.15,24553,939806.4,02-06-2017,160,INE144J01027
161,20MICRONS,EQ,55,55.4,53.7,54.1,54,54.9,58811,3200139.7,12-12-2017,595,INE144J01027
162,20MICRONS,EQ,53.05,57.95,53.05,55.9,55.75,53.6,342836,19160794.95,07-12-2017,3208,INE144J01027
163,20MICRONS,EQ,34.3,34.85,33.8,33.9,34.1,34.3,22543,770929.05,21-08-2017,242,INE144J01027
